node_id,class,service_type,m,mu
100092,3,IS,,1.0019523547722022
100092,4,IS,,1.0019523547722022
100093,1,IS,,0.9831951731150266
100093,2,IS,,0.9831951731150266
100093,3,IS,,0.9831951731150266
100093,4,IS,,0.9831951731150266
100094,1,IS,,0.9822614070254729
100094,2,IS,,0.9822614070254729
100094,3,IS,,0.9822614070254729
100094,4,IS,,0.9822614070254729
100095,1,IS,,1.000999464468923
100095,2,IS,,1.000999464468923
100095,3,IS,,1.000999464468923
100095,4,IS,,1.000999464468923
100096,1,IS,,1.0009959532026953
100096,2,IS,,1.0009959532026953
100096,3,IS,,1.0009959532026953
100096,4,IS,,1.0009959532026953
100097,1,IS,,1.005990347650833
100097,2,IS,,1.005990347650833
100097,3,IS,,1.005990347650833
100097,4,IS,,1.005990347650833
100098,1,IS,,0.9920300005665038
100098,2,IS,,0.9920300005665038
100098,3,IS,,0.9920300005665038
100098,4,IS,,0.9920300005665038
100099,1,IS,,0.985426144602134
100099,2,IS,,0.985426144602134
100099,3,IS,,0.985426144602134
100099,4,IS,,0.985426144602134
100100,1,IS,,0.9834643652336663
100100,2,IS,,0.9834643652336663
100100,3,IS,,0.9834643652336663
100100,4,IS,,0.9834643652336663
100101,1,IS,,0.9922409926443083
100101,2,IS,,0.9922409926443083
100101,3,IS,,0.9922409926443083
100101,4,IS,,0.9922409926443083
100102,1,IS,,0.992358010755008
100102,2,IS,,0.992358010755008
100102,3,IS,,0.992358010755008
100102,4,IS,,0.992358010755008
100103,1,IS,,0.9855540716703394
100103,2,IS,,0.9855540716703394
100103,3,IS,,0.9855540716703394
100103,4,IS,,0.9855540716703394
100104,1,IS,,0.9760826857181863
100104,2,IS,,0.9760826857181863
100104,3,IS,,0.9760826857181863
100104,4,IS,,0.9760826857181863
100105,1,IS,,0.9704727955855883
100105,2,IS,,0.9704727955855883
100105,3,IS,,0.9704727955855883
100105,4,IS,,0.9704727955855883
100106,1,IS,,0.9477596398752776
100106,2,IS,,0.9477596398752776
100106,3,IS,,0.9477596398752776
100106,4,IS,,0.9477596398752776
100107,1,IS,,1.0513104571237304
100107,2,IS,,1.0513104571237304
100107,3,IS,,1.0513104571237304
100107,4,IS,,1.0513104571237304
100108,1,IS,,1.060864175604479
100108,2,IS,,1.060864175604479
100108,3,IS,,1.060864175604479
100108,4,IS,,1.060864175604479
100109,1,IS,,1.0524217897977002
100109,2,IS,,1.0524217897977002
100109,3,IS,,1.0524217897977002
100109,4,IS,,1.0524217897977002
100110,1,IS,,1.0701599179664818
100110,2,IS,,1.0701599179664818
100110,3,IS,,1.0701599179664818
100110,4,IS,,1.0701599179664818
100111,1,IS,,1.056617980348954
100111,2,IS,,1.056617980348954
100111,3,IS,,1.056617980348954
100111,4,IS,,1.056617980348954
100112,1,IS,,1.0275380522214175
100112,2,IS,,1.0275380522214175
100112,3,IS,,1.0275380522214175
100112,4,IS,,1.0275380522214175
100113,1,IS,,1.0497737844371333
100113,2,IS,,1.0497737844371333
100113,3,IS,,1.0497737844371333
100113,4,IS,,1.0497737844371333
100114,1,IS,,1.0366547551185457
100114,2,IS,,1.0366547551185457
100114,3,IS,,1.0366547551185457
100114,4,IS,,1.0366547551185457
100115,1,IS,,1.0745351626989843
100115,2,IS,,1.0745351626989843
100115,3,IS,,1.0745351626989843
100115,4,IS,,1.0745351626989843
100116,1,IS,,1.0183257082013055
100116,2,IS,,1.0183257082013055
100116,3,IS,,1.0183257082013055
100116,4,IS,,1.0183257082013055
100117,1,IS,,1.031416901383124
100117,2,IS,,1.031416901383124
100117,3,IS,,1.031416901383124
100117,4,IS,,1.031416901383124
100118,1,IS,,1.0247801228682456
100118,2,IS,,1.0247801228682456
100118,3,IS,,1.0247801228682456
100118,4,IS,,1.0247801228682456
100119,1,IS,,1.0282415768914506
100119,2,IS,,1.0282415768914506
100119,3,IS,,1.0282415768914506
100119,4,IS,,1.0282415768914506
100120,1,IS,,1.0227462220177028
100120,2,IS,,1.0227462220177028
100120,3,IS,,1.0227462220177028
100120,4,IS,,1.0227462220177028
100121,1,IS,,1.0184237777771548
100121,2,IS,,1.0184237777771548
100121,3,IS,,1.0184237777771548
100121,4,IS,,1.0184237777771548
100122,1,IS,,0.9937870878029561
100122,2,IS,,0.9937870878029561
100122,3,IS,,0.9937870878029561
100122,4,IS,,0.9937870878029561
100123,1,IS,,1.0612660565516172
100123,2,IS,,1.0612660565516172
100123,3,IS,,1.0612660565516172
100123,4,IS,,1.0612660565516172
100124,1,IS,,1.0756857244316274
100124,2,IS,,1.0756857244316274
100124,3,IS,,1.0756857244316274
100124,4,IS,,1.0756857244316274
100125,1,IS,,1.0352049791885538
100125,2,IS,,1.0352049791885538
100125,3,IS,,1.0352049791885538
100125,4,IS,,1.0352049791885538
100126,1,IS,,1.0536851280427795
100126,2,IS,,1.0536851280427795
100126,3,IS,,1.0536851280427795
100126,4,IS,,1.0536851280427795
100127,1,IS,,1.0404040348946426
100127,2,IS,,1.0404040348946426
100127,3,IS,,1.0404040348946426
100127,4,IS,,1.0404040348946426
100128,1,IS,,1.0142471662233066
100128,2,IS,,1.0142471662233066
100128,3,IS,,1.0142471662233066
100128,4,IS,,1.0142471662233066
100129,1,IS,,1.022088105150762
100129,2,IS,,1.022088105150762
100129,3,IS,,1.022088105150762
100129,4,IS,,1.022088105150762
100130,1,IS,,0.9860578985431627
100130,2,IS,,0.9860578985431627
100130,3,IS,,0.9860578985431627
100130,4,IS,,0.9860578985431627
100131,1,IS,,1.0011270622337038
100131,2,IS,,1.0011270622337038
100131,3,IS,,1.0011270622337038
100131,4,IS,,1.0011270622337038
100132,1,IS,,0.9584254901295507
100132,2,IS,,0.9584254901295507
100132,3,IS,,0.9584254901295507
100132,4,IS,,0.9584254901295507
100133,1,IS,,1.0122189566172208
100133,2,IS,,1.0122189566172208
100133,3,IS,,1.0122189566172208
100133,4,IS,,1.0122189566172208
100134,1,IS,,0.9861149978981785
100134,2,IS,,0.9861149978981785
100134,3,IS,,0.9861149978981785
100134,4,IS,,0.9861149978981785
100135,1,IS,,0.9735160392301596
100135,2,IS,,0.9735160392301596
100135,3,IS,,0.9735160392301596
100135,4,IS,,0.9735160392301596
100136,1,IS,,0.9658982502479372
100136,2,IS,,0.9658982502479372
100136,3,IS,,0.9658982502479372
100136,4,IS,,0.9658982502479372
100137,1,IS,,0.8981357882103167
100137,2,IS,,0.8981357882103167
100137,3,IS,,0.8981357882103167
100137,4,IS,,0.8981357882103167
100138,1,IS,,0.9459193957215891
100138,2,IS,,0.9459193957215891
100138,3,IS,,0.9459193957215891
100138,4,IS,,0.9459193957215891
100139,1,IS,,0.8095132135072972
100139,2,IS,,0.8095132135072972
100139,3,IS,,0.8095132135072972
100139,4,IS,,0.8095132135072972
100140,1,IS,,0.9382968832020888
100140,2,IS,,0.9382968832020888
100140,3,IS,,0.9382968832020888
100140,4,IS,,0.9382968832020888
100141,1,IS,,0.8608792229185607
100141,2,IS,,0.8608792229185607
100141,3,IS,,0.8608792229185607
100141,4,IS,,0.8608792229185607
100142,1,IS,,0.8937973106880102
100142,2,IS,,0.8937973106880102
100142,3,IS,,0.8937973106880102
100142,4,IS,,0.8937973106880102
100143,1,IS,,0.9082771415252713
100143,2,IS,,0.9082771415252713
100143,3,IS,,0.9082771415252713
100143,4,IS,,0.9082771415252713
100144,1,IS,,0.8256364357055161
100144,2,IS,,0.8256364357055161
100144,3,IS,,0.8256364357055161
100144,4,IS,,0.8256364357055161
100145,1,IS,,1.0513253316743991
100145,2,IS,,1.0513253316743991
100145,3,IS,,1.0513253316743991
100145,4,IS,,1.0513253316743991
100146,1,IS,,1.0331652446983575
100146,2,IS,,1.0331652446983575
100146,3,IS,,1.0331652446983575
100146,4,IS,,1.0331652446983575
100147,1,IS,,1.028127379980074
100147,2,IS,,1.028127379980074
100147,3,IS,,1.028127379980074
100147,4,IS,,1.028127379980074
100148,1,IS,,1.0334167033452248
100148,2,IS,,1.0334167033452248
100148,3,IS,,1.0334167033452248
100148,4,IS,,1.0334167033452248
100149,1,IS,,1.031300813171179
100149,2,IS,,1.031300813171179
100149,3,IS,,1.031300813171179
100149,4,IS,,1.031300813171179
100150,1,IS,,1.0242135170741375
100150,2,IS,,1.0242135170741375
100150,3,IS,,1.0242135170741375
100150,4,IS,,1.0242135170741375
100151,1,IS,,0.9894880027160294
100151,2,IS,,0.9894880027160294
100151,3,IS,,0.9894880027160294
100151,4,IS,,0.9894880027160294
100152,1,IS,,0.7776211855304763
100152,2,IS,,0.7776211855304763
100152,3,IS,,0.7776211855304763
100152,4,IS,,0.7776211855304763
100153,1,IS,,0.969345882229132
100153,2,IS,,0.969345882229132
100153,3,IS,,0.969345882229132
100153,4,IS,,0.969345882229132
100154,1,IS,,0.9390349433817461
100154,2,IS,,0.9390349433817461
100154,3,IS,,0.9390349433817461
100154,4,IS,,0.9390349433817461
100155,1,IS,,0.8934591544247791
100155,2,IS,,0.8934591544247791
100155,3,IS,,0.8934591544247791
100155,4,IS,,0.8934591544247791
100156,1,IS,,0.8934190364691591
100156,2,IS,,0.8934190364691591
100156,3,IS,,0.8934190364691591
100156,4,IS,,0.8934190364691591
100157,1,IS,,0.9539762984290179
100157,2,IS,,0.9539762984290179
100157,3,IS,,0.9539762984290179
100157,4,IS,,0.9539762984290179
100158,1,IS,,1.0634917679375586
100158,2,IS,,1.0634917679375586
100158,3,IS,,1.0634917679375586
100158,4,IS,,1.0634917679375586
100159,1,IS,,1.01585790039829
100159,2,IS,,1.01585790039829
100159,3,IS,,1.01585790039829
100159,4,IS,,1.01585790039829
100160,1,IS,,0.9960777272128831
100160,2,IS,,0.9960777272128831
100160,3,IS,,0.9960777272128831
100160,4,IS,,0.9960777272128831
100161,1,IS,,0.9907587547780861
100161,2,IS,,0.9907587547780861
100161,3,IS,,0.9907587547780861
100161,4,IS,,0.9907587547780861
100162,1,IS,,0.9594556952400534
100162,2,IS,,0.9594556952400534
100162,3,IS,,0.9594556952400534
100162,4,IS,,0.9594556952400534
100163,1,IS,,0.9189022573451073
100163,2,IS,,0.9189022573451073
100163,3,IS,,0.9189022573451073
100163,4,IS,,0.9189022573451073
100164,1,IS,,0.8946809782095397
100164,2,IS,,0.8946809782095397
100164,3,IS,,0.8946809782095397
100164,4,IS,,0.8946809782095397
100165,1,IS,,0.9664438862563419
100165,2,IS,,0.9664438862563419
100165,3,IS,,0.9664438862563419
100165,4,IS,,0.9664438862563419
100166,1,IS,,0.9215603363334312
100166,2,IS,,0.9215603363334312
100166,3,IS,,0.9215603363334312
100166,4,IS,,0.9215603363334312
100167,1,IS,,0.9081957055243502
100167,2,IS,,0.9081957055243502
100167,3,IS,,0.9081957055243502
100167,4,IS,,0.9081957055243502
100168,1,IS,,1.0291695487923702
100168,2,IS,,1.0291695487923702
100168,3,IS,,1.0291695487923702
100168,4,IS,,1.0291695487923702
100169,1,IS,,1.012070904055208
100169,2,IS,,1.012070904055208
100169,3,IS,,1.012070904055208
100169,4,IS,,1.012070904055208
100170,1,IS,,1.0052638744910045
100170,2,IS,,1.0052638744910045
100170,3,IS,,1.0052638744910045
100170,4,IS,,1.0052638744910045
100171,1,IS,,0.9563711537512848
100171,2,IS,,0.9563711537512848
100171,3,IS,,0.9563711537512848
100171,4,IS,,0.9563711537512848
100172,1,IS,,0.9862350304260213
100172,2,IS,,0.9862350304260213
100172,3,IS,,0.9862350304260213
100172,4,IS,,0.9862350304260213
100173,1,IS,,1.032429297114834
100173,2,IS,,1.032429297114834
100173,3,IS,,1.032429297114834
100173,4,IS,,1.032429297114834
100174,1,IS,,0.9899121295924415
100174,2,IS,,0.9899121295924415
100174,3,IS,,0.9899121295924415
100174,4,IS,,0.9899121295924415
100175,1,IS,,0.9966303965017335
100175,2,IS,,0.9966303965017335
100175,3,IS,,0.9966303965017335
100175,4,IS,,0.9966303965017335
100176,1,IS,,0.9697775738556172
100176,2,IS,,0.9697775738556172
100176,3,IS,,0.9697775738556172
100176,4,IS,,0.9697775738556172
100177,1,IS,,0.9386734242081652
100177,2,IS,,0.9386734242081652
100177,3,IS,,0.9386734242081652
100177,4,IS,,0.9386734242081652
100178,1,IS,,0.9629778393664955
100178,2,IS,,0.9629778393664955
100178,3,IS,,0.9629778393664955
100178,4,IS,,0.9629778393664955
100179,1,IS,,0.9238339072552547
100179,2,IS,,0.9238339072552547
100179,3,IS,,0.9238339072552547
100179,4,IS,,0.9238339072552547
100180,1,IS,,0.9038386212762716
100180,2,IS,,0.9038386212762716
100180,3,IS,,0.9038386212762716
100180,4,IS,,0.9038386212762716
100181,1,IS,,0.9194097001682745
100181,2,IS,,0.9194097001682745
100181,3,IS,,0.9194097001682745
100181,4,IS,,0.9194097001682745
100182,1,IS,,0.8999604819659152
100182,2,IS,,0.8999604819659152
100182,3,IS,,0.8999604819659152
100182,4,IS,,0.8999604819659152
100183,1,IS,,0.8790524466689105
100183,2,IS,,0.8790524466689105
100183,3,IS,,0.8790524466689105
100183,4,IS,,0.8790524466689105
100184,1,IS,,0.9532876898434613
100184,2,IS,,0.9532876898434613
100184,3,IS,,0.9532876898434613
100184,4,IS,,0.9532876898434613
100185,1,IS,,0.9295769552241397
100185,2,IS,,0.9295769552241397
100185,3,IS,,0.9295769552241397
100185,4,IS,,0.9295769552241397
100186,1,IS,,0.9332514312549123
100186,2,IS,,0.9332514312549123
100186,3,IS,,0.9332514312549123
100186,4,IS,,0.9332514312549123
100187,1,IS,,1.0599382585355368
100187,2,IS,,1.0599382585355368
100187,3,IS,,1.0599382585355368
100187,4,IS,,1.0599382585355368
100188,1,IS,,1.0412905471521774
100188,2,IS,,1.0412905471521774
100188,3,IS,,1.0412905471521774
100188,4,IS,,1.0412905471521774
100189,1,IS,,0.9585514740024021
100189,2,IS,,0.9585514740024021
100189,3,IS,,0.9585514740024021
100189,4,IS,,0.9585514740024021
100190,1,IS,,0.9789643549959418
100190,2,IS,,0.9789643549959418
100190,3,IS,,0.9789643549959418
100190,4,IS,,0.9789643549959418
100191,1,IS,,1.0104269870860516
100191,2,IS,,1.0104269870860516
100191,3,IS,,1.0104269870860516
100191,4,IS,,1.0104269870860516
100192,1,IS,,0.9859940410155297
100192,2,IS,,0.9859940410155297
100192,3,IS,,0.9859940410155297
100192,4,IS,,0.9859940410155297
100193,1,IS,,0.9842517786603462
100193,2,IS,,0.9842517786603462
100193,3,IS,,0.9842517786603462
100193,4,IS,,0.9842517786603462
100194,1,IS,,0.9562858571330027
100194,2,IS,,0.9562858571330027
100194,3,IS,,0.9562858571330027
100194,4,IS,,0.9562858571330027
100195,1,IS,,0.9425125696613109
100195,2,IS,,0.9425125696613109
100195,3,IS,,0.9425125696613109
100195,4,IS,,0.9425125696613109
