node_id,population
100734,1337.0
100735,934.0
100736,2634.0
100737,1498.0
100738,921.0
100739,540.0
100740,626.0
100741,526.0
100742,744.0
100743,470.0
100744,0.0
100745,6.0
100746,0.0
100747,249.0
100748,132.0
100749,122.0
100750,531.0
100751,645.0
100752,546.0
100753,919.0
100754,1161.0
100755,547.0
100756,348.0
100757,828.0
100758,688.0
100759,497.0
100760,619.0
100761,1110.0
100762,545.0
100763,698.0
100764,558.0
100765,754.0
100766,743.0
100767,8199.0
100768,1154.0
100769,1104.0
100770,0.0
100771,1164.0
100772,1007.0
100773,905.0
100774,1069.0
100775,1213.0
100776,626.0
100777,1014.0
100778,7.0
100779,744.0
100780,164.0
100781,638.0
100782,2536.0
100783,2367.0
100784,36.0
100785,0.0
100786,371.0
100787,1169.0
100788,991.0
100789,594.0
100790,683.0
100791,719.0
100792,1334.0
100793,682.0
100794,915.0
100795,1061.0
100796,845.0
100797,332.0
100798,295.0
100799,3929.0
100800,6540.0
100801,930.0
100802,162.0
100803,0.0
100804,995.0
100805,1694.0
100806,1376.0
100807,0.0
100808,619.0
100809,393.0
100810,217.0
100811,23.0
100812,150.0
100813,614.0
100814,2816.0
100815,2391.0
100816,0.0
100817,23.0
100818,872.0
100819,4183.0
100820,0.0
100821,0.0
100822,1234.0
100823,1405.0
100824,988.0
100825,2460.0
100826,2474.0
100827,918.0
100828,2389.0
100829,1048.0
100830,0.0
100831,719.0
100832,828.0
100833,514.0
100834,57.0
100835,422.0
100836,856.0
100837,336.0
100838,330.0
100839,475.0
100840,0.0
100841,1137.0
100842,949.0
100843,1221.0
100844,0.0
100845,0.0
100846,901.0
100847,1033.0
100848,1191.0
100849,231.0
100850,1101.0
100851,571.0
100852,847.0
100853,663.0
100854,630.0
100855,193.0
100856,2911.0
100857,3168.0
100858,798.0
100859,174.0
100860,0.0
100861,936.0
100862,602.0
100863,280.0
100864,794.0
100865,874.0
100866,606.0
100867,3669.0
100868,376.0
100869,1084.0
100870,282.0
100871,1041.0
100872,198.0
100873,220.0
100874,1518.0
100875,490.0
100876,727.0
100877,345.0
100878,627.0
100879,4418.0
100880,1022.0
100881,449.0
100882,0.0
100883,1031.0
100884,158.0
100885,3247.0
100886,1835.0
100887,0.0
100888,254.0
100889,1090.0
100890,552.0
100891,186.0
100892,1014.0
100893,159.0
100894,195.0
100895,308.0
100896,165.0
100897,80.0
100898,157.0
100899,32.0
100900,906.0
100901,247.0
100902,157.0
100903,242.0
100904,0.0
100905,1964.0
100906,710.0
100907,1279.0
100908,764.0
100909,383.0
100910,125.0
100911,68.0
100912,197.0
100913,864.0
100914,434.0
100915,591.0
100916,800.0
100917,596.0
100918,1135.0
100919,694.0
100920,495.0
100921,496.0
100922,2387.0
100923,0.0
100924,0.0
100925,694.0
100926,383.0
100927,790.0
100928,907.0
100929,541.0
100930,688.0
100931,0.0
100932,665.0
