node,class,lambda0
100001,1,0.001675
100002,1,0.0008083333333333332
100003,1,0.0010083333333333333
100004,1,0.0
100005,1,0.009641666666666666
100006,1,0.004816666666666667
100007,1,0.006583333333333333
100008,1,0.013875
100009,1,0.00895
100010,1,0.011608333333333333
100011,1,0.0031416666666666663
100012,1,0.010783333333333332
100013,1,0.0072583333333333345
100014,1,0.007266666666666665
100015,1,0.0036083333333333336
100016,1,0.0023750000000000004
100017,1,0.002575
100018,1,0.0055000000000000005
100019,1,0.0025833333333333333
100020,1,0.0023666666666666667
100021,1,0.005125
100022,1,0.007333333333333334
100023,1,0.011224999999999999
100024,1,0.0036749999999999994
100025,1,0.004666666666666667
100026,1,0.0024749999999999998
100027,1,0.002341666666666667
100028,1,0.006508333333333333
100029,1,0.000575
100030,1,0.00135
100031,1,9.166666666666667e-05
100032,1,0.00485
100033,1,0.000525
100034,1,0.003825
100035,1,0.00047499999999999994
100036,1,0.0084
100037,1,0.0006916666666666666
100038,1,0.0020666666666666663
100039,1,0.0006333333333333334
100040,1,0.004408333333333333
100041,1,0.0029916666666666668
100042,1,0.0020916666666666666
100043,1,0.0019749999999999998
100044,1,0.0017
100045,1,0.0019416666666666664
100046,1,0.0019166666666666668
100047,1,0.0025583333333333335
100048,1,0.003908333333333333
100049,1,0.0025916666666666666
100050,1,0.001966666666666667
100051,1,0.006066666666666667
100052,1,0.0047666666666666664
100053,1,0.005783333333333333
100054,1,0.002108333333333333
100055,1,0.0028
100056,1,0.004291666666666667
100057,1,0.0026583333333333337
100058,1,0.005491666666666666
100059,1,0.0012333333333333335
100060,1,0.004108333333333334
100061,1,0.0019333333333333331
100062,1,0.004341666666666666
100063,1,0.0030416666666666665
100064,1,0.0017749999999999999
100065,1,0.0004833333333333333
100066,1,0.0007999999999999999
100067,1,0.000825
100068,1,0.000575
100069,1,0.0010333333333333332
100070,1,0.001808333333333333
100071,1,0.0027749999999999997
100072,1,0.0014083333333333333
100073,1,0.001075
100074,1,0.001758333333333333
100075,1,0.0007333333333333333
100076,1,0.0059833333333333336
100077,1,0.0017833333333333336
100078,1,0.0018499999999999999
100079,1,0.0017749999999999999
100080,1,0.0010083333333333333
100081,1,0.0016833333333333331
100082,1,0.0020666666666666663
100083,1,0.007991666666666668
100084,1,0.009099999999999999
100085,1,0.010625
100086,1,0.007866666666666668
100087,1,0.0074666666666666675
100088,1,0.006258333333333334
100089,1,0.0034
100090,1,0.0036333333333333326
100091,1,0.0015916666666666666
100092,1,0.0049499999999999995
100093,1,0.0063166666666666675
100094,1,0.007458333333333334
100095,1,0.0028916666666666665
100096,1,0.002925
100097,1,0.002683333333333333
100098,1,0.0022083333333333334
100099,1,0.002125
100100,1,0.0015666666666666667
100101,1,0.0014416666666666666
100102,1,0.0022333333333333333
100103,1,0.0025166666666666666
100104,1,0.0018
100105,1,0.00215
100106,1,0.00165
100107,1,0.0004583333333333334
100108,1,0.004725
100109,1,0.0006166666666666667
100110,1,0.0009666666666666666
100111,1,0.0022333333333333333
100112,1,0.002025
100113,1,0.0009249999999999999
100114,1,0.001
100115,1,0.0014166666666666668
100116,1,0.005583333333333333
100117,1,0.0008583333333333333
100118,1,0.000975
100119,1,0.00016666666666666666
100120,1,0.0017666666666666664
100121,1,0.001225
100122,1,0.0017166666666666667
100123,1,0.0029166666666666664
100124,1,0.001725
100125,1,0.002108333333333333
100126,1,0.0023250000000000002
100127,1,0.0010583333333333334
100128,1,0.0013083333333333334
100129,1,0.002075
100130,1,0.0046749999999999995
100131,1,0.0058583333333333334
100132,1,0.011208333333333334
100133,1,0.0013
100134,1,0.004733333333333333
100135,1,0.009058333333333331
100136,1,0.009758333333333334
100137,1,0.018866666666666664
100138,1,0.006933333333333333
100139,1,0.0067333333333333325
100140,1,0.009383333333333334
100141,1,0.011008333333333335
100142,1,0.009325
100143,1,0.015508333333333334
100144,1,0.0060750000000000005
100145,1,0.0015583333333333334
100146,1,0.001808333333333333
100147,1,0.00245
100148,1,0.0011583333333333333
100149,1,0.0022249999999999995
100150,1,0.0012916666666666667
100151,1,0.012391666666666667
100152,1,0.0
100153,1,0.009500000000000001
100154,1,0.016383333333333333
100155,1,0.013683333333333332
100156,1,0.013141666666666666
100157,1,0.011233333333333333
100158,1,0.013625
100159,1,0.016766666666666666
100160,1,0.014699999999999998
100161,1,0.016708333333333335
100162,1,0.01566666666666667
100163,1,0.014941666666666666
100164,1,0.012441666666666665
100165,1,0.019608333333333332
100166,1,0.0038583333333333334
100167,1,0.009691666666666666
100168,1,0.00023333333333333336
100169,1,0.010016666666666667
100170,1,0.013025
100171,1,0.012908333333333334
100172,1,0.008491666666666666
100173,1,0.0002666666666666666
100174,1,0.005216666666666666
100175,1,0.007533333333333333
100176,1,0.005091666666666666
100177,1,0.004824999999999999
100178,1,0.009575
100179,1,0.010683333333333333
100180,1,0.007024999999999999
100181,1,0.008899999999999998
100182,1,0.008533333333333332
100183,1,0.0072583333333333345
100184,1,0.011541666666666667
100185,1,0.0004583333333333334
100186,1,0.008891666666666666
100187,1,0.0056
100188,1,0.0017666666666666664
100189,1,0.0006833333333333332
100190,1,0.014041666666666668
100191,1,0.0038750000000000004
100192,1,0.003283333333333333
100193,1,0.006383333333333333
100194,1,0.00385
100195,1,0.007575
100196,1,0.0
100197,1,0.003233333333333333
100198,1,0.0036916666666666673
100199,1,0.0
100200,1,0.012966666666666665
100201,1,0.0030833333333333333
100202,1,0.007608333333333332
100203,1,0.0038083333333333333
100204,1,0.0032916666666666667
100205,1,0.006008333333333333
100206,1,0.015541666666666667
100207,1,0.008316666666666667
100208,1,0.011008333333333335
100209,1,0.004975
100210,1,0.0
100211,1,0.005566666666666668
100212,1,0.015758333333333333
100213,1,0.010199999999999999
100214,1,0.0074666666666666675
100215,1,0.005825
100216,1,0.008708333333333334
100217,1,0.0
100218,1,0.0018833333333333332
100219,1,0.0
100220,1,0.011675
100221,1,0.009708333333333334
100222,1,0.006991666666666666
100223,1,0.004533333333333333
100224,1,0.0018
100225,1,0.022225
100226,1,0.019316666666666666
100227,1,0.014658333333333332
100228,1,0.005866666666666667
100229,1,0.00995
100230,1,0.012008333333333334
100231,1,0.007841666666666667
100232,1,0.012466666666666668
100233,1,0.006441666666666667
100234,1,0.0
100235,1,0.0
100236,1,0.0023083333333333332
100237,1,0.025724999999999998
100238,1,0.017491666666666666
100239,1,0.020775000000000002
100240,1,0.00415
100241,1,0.012958333333333334
100242,1,0.013183333333333332
100243,1,0.013258333333333332
100244,1,0.010858333333333333
100245,1,0.003491666666666666
100246,1,0.0064333333333333334
100247,1,0.0
100248,1,3.333333333333333e-05
100249,1,0.001725
100250,1,0.003991666666666667
100251,1,0.011483333333333333
100252,1,0.008175
100253,1,0.002858333333333333
100254,1,0.0
100255,1,0.0
100256,1,0.0005083333333333333
100257,1,0.00585
100258,1,0.008441666666666667
100259,1,0.0123
100260,1,0.006533333333333333
100261,1,0.008175
100262,1,0.0006416666666666667
100263,1,0.006475
100264,1,0.0048916666666666666
100265,1,0.009725
100266,1,0.004258333333333333
100267,1,0.00023333333333333336
100268,1,3.333333333333333e-05
100269,1,0.0019083333333333337
100270,1,0.0
100271,1,0.0027666666666666664
100272,1,0.0
100273,1,0.0
100274,1,0.0
100275,1,0.0
100276,1,0.0
100277,1,0.0
100278,1,0.0
100279,1,0.0
100280,1,0.0
100281,1,0.0
100282,1,0.0005666666666666666
100283,1,4.1666666666666665e-05
100284,1,0.0107
100285,1,0.01165
100286,1,0.010841666666666668
100287,1,0.007300000000000001
100288,1,0.005541666666666667
100289,1,0.008675
100290,1,0.009533333333333333
100291,1,0.016633333333333333
100292,1,0.001808333333333333
100293,1,0.002025
100294,1,0.006766666666666667
100295,1,0.009033333333333332
100296,1,0.00665
100297,1,0.008716666666666668
100298,1,0.00725
100299,1,0.009408333333333333
100300,1,0.005633333333333333
100301,1,0.012408333333333334
100302,1,0.009216666666666668
100303,1,0.004858333333333333
100304,1,0.0041
100305,1,0.002725
100306,1,0.005625000000000001
100307,1,0.008291666666666666
100308,1,0.002175
100309,1,0.006741666666666667
100310,1,0.002925
100311,1,0.0017
100312,1,0.00047499999999999994
100313,1,0.0020833333333333333
100314,1,0.00035
100315,1,0.0009333333333333334
100316,1,0.014433333333333334
100317,1,0.0034666666666666665
100318,1,0.006275
100319,1,0.004291666666666667
100320,1,0.0019416666666666664
100321,1,0.0002916666666666667
100322,1,0.0040083333333333325
100323,1,0.0006166666666666667
100324,1,0.0006833333333333332
100325,1,0.005966666666666666
100326,1,0.006491666666666666
100327,1,0.008258333333333333
100328,1,0.00019999999999999998
100329,1,0.008525
100330,1,0.010083333333333333
100331,1,0.0031499999999999996
100332,1,0.0
100333,1,0.008308333333333333
100334,1,0.008416666666666666
100335,1,0.0070416666666666666
100336,1,0.009241666666666667
100337,1,0.009691666666666666
100338,1,0.009491666666666667
100339,1,0.014883333333333332
100340,1,0.01765833333333333
100341,1,0.012883333333333333
100342,1,0.0
100343,1,0.008383333333333333
100344,1,0.009533333333333333
100345,1,0.018758333333333335
100346,1,0.0027666666666666664
100347,1,0.006833333333333334
100348,1,0.004183333333333333
100349,1,0.002575
100350,1,0.003925
100351,1,0.0013583333333333334
100352,1,0.011016666666666666
100353,1,0.013558333333333332
100354,1,0.0
100355,1,0.0
100356,1,0.003683333333333333
100357,1,0.016
100358,1,0.0
100359,1,0.0021416666666666667
100360,1,0.0
100361,1,0.007983333333333334
100362,1,0.0263
100363,1,0.0037666666666666664
100364,1,0.004508333333333333
100365,1,0.004075
100366,1,0.0
100367,1,0.0007166666666666667
100368,1,0.0005166666666666666
100369,1,0.0005166666666666666
100370,1,0.0010666666666666665
100371,1,0.0008583333333333333
100372,1,0.0002833333333333333
100373,1,0.000675
100374,1,0.0016166666666666664
100375,1,0.0019166666666666668
100376,1,0.0002916666666666667
100377,1,0.002033333333333333
100378,1,0.0004333333333333333
100379,1,0.0014583333333333332
100380,1,0.0003166666666666667
100381,1,0.0005333333333333333
100382,1,0.0001333333333333333
100383,1,7.5e-05
100384,1,0.0001333333333333333
100385,1,0.0
100386,1,0.0005666666666666666
100387,1,0.0019749999999999998
100388,1,0.0
100389,1,0.0011583333333333333
100390,1,0.000425
100391,1,0.0005833333333333334
100392,1,0.0001333333333333333
100393,1,0.0
100394,1,0.000525
100395,1,0.00035833333333333333
100396,1,4.1666666666666665e-05
100397,1,0.00015833333333333335
100398,1,7.5e-05
100399,1,6.666666666666666e-05
100400,1,0.0007583333333333334
100401,1,0.00038333333333333334
100402,1,0.00019999999999999998
100403,1,0.0005416666666666666
100404,1,0.00024166666666666664
100405,1,0.000175
100406,1,0.0005666666666666666
100407,1,0.001325
100408,1,0.0003166666666666667
100409,1,0.0008583333333333333
100410,1,0.0012083333333333334
100411,1,0.000775
100412,1,0.0024333333333333334
100413,1,0.00010833333333333333
100414,1,0.002341666666666667
100415,1,0.0
100416,1,4.1666666666666665e-05
100417,1,6.666666666666666e-05
100418,1,0.0006333333333333334
100419,1,0.00020833333333333332
100420,1,0.0023833333333333332
100421,1,0.007658333333333333
100422,1,0.0031583333333333337
100423,1,0.004916666666666666
100424,1,0.007541666666666667
100425,1,0.004941666666666667
100426,1,0.006849999999999999
100427,1,0.0029333333333333334
100428,1,0.007758333333333333
100429,1,0.008308333333333333
100430,1,0.0107
100431,1,0.010741666666666667
100432,1,0.010191666666666667
100433,1,0.030183333333333333
100434,1,0.00835
100435,1,0.0046
100436,1,0.004549999999999999
100437,1,0.006849999999999999
100438,1,0.011708333333333333
100439,1,0.009575
100440,1,0.05843333333333334
100441,1,0.0419
100442,1,0.03599166666666667
100443,1,0.030691666666666666
100444,1,0.013241666666666667
100445,1,0.007708333333333334
100446,1,0.007883333333333332
100447,1,0.013558333333333332
100448,1,0.01603333333333333
100449,1,0.012933333333333331
100450,1,0.008191666666666667
100451,1,0.005125
100452,1,0.005575
100453,1,0.011241666666666667
100454,1,0.013358333333333333
100455,1,0.0121
100456,1,0.009283333333333333
100457,1,0.029683333333333332
100458,1,0.006608333333333332
100459,1,0.009458333333333334
100460,1,0.006991666666666666
100461,1,0.0119
100462,1,0.002466666666666667
100463,1,0.0032500000000000003
100464,1,0.006175
100465,1,0.008516666666666665
100466,1,0.008458333333333333
100467,1,0.0121
100468,1,0.008808333333333333
100469,1,9.166666666666667e-05
100470,1,0.0055000000000000005
100471,1,0.005424999999999999
100472,1,0.0046749999999999995
100473,1,0.003683333333333333
100474,1,0.006666666666666666
100475,1,0.006991666666666666
100476,1,0.004208333333333333
100477,1,0.011658333333333333
100478,1,0.00995
100479,1,0.008175
100480,1,0.004733333333333333
100481,1,0.008883333333333333
100482,1,0.01105
100483,1,0.010258333333333335
100484,1,0.011250000000000001
100485,1,0.009108333333333333
100486,1,0.009433333333333332
100487,1,0.011158333333333333
100488,1,0.011875
100489,1,0.006391666666666667
100490,1,0.009308333333333332
100491,1,0.026000000000000002
100492,1,0.009233333333333333
100493,1,0.013358333333333333
100494,1,0.005416666666666667
100495,1,0.005816666666666667
100496,1,0.009758333333333334
100497,1,0.008908333333333332
100498,1,0.010808333333333333
100499,1,0.020366666666666665
100500,1,0.012275
100501,1,0.010058333333333332
100502,1,0.0038166666666666674
100503,1,0.002258333333333333
100504,1,0.06129999999999999
100505,1,0.02665
100506,1,0.0159
100507,1,0.013091666666666665
100508,1,0.07005833333333333
100509,1,0.021366666666666666
100510,1,0.0098
100511,1,0.0
100512,1,0.004058333333333334
100513,1,0.0010083333333333333
100514,1,0.0030833333333333333
100515,1,0.005825
100516,1,0.006541666666666667
100517,1,0.013016666666666666
100518,1,0.010608333333333332
100519,1,0.019083333333333334
100520,1,0.0002833333333333333
100521,1,0.010541666666666666
100522,1,0.004475
100523,1,0.000675
100524,1,0.00015
100525,1,0.0009499999999999999
100526,1,0.0013333333333333333
100527,1,0.000975
100528,1,0.0029416666666666666
100529,1,0.056424999999999996
