node,class,lambda0
100001,1,0.0001675
100002,1,8.083333333333332e-05
100003,1,0.00010083333333333334
100004,1,0.0
100005,1,0.0009641666666666666
100006,1,0.0004816666666666667
100007,1,0.0006583333333333334
100008,1,0.0013875
100009,1,0.000895
100010,1,0.0011608333333333334
100011,1,0.0003141666666666667
100012,1,0.0010783333333333333
100013,1,0.0007258333333333334
100014,1,0.0007266666666666667
100015,1,0.0003608333333333334
100016,1,0.0002375
100017,1,0.0002575
100018,1,0.00055
100019,1,0.00025833333333333334
100020,1,0.0002366666666666667
100021,1,0.0005125
100022,1,0.0007333333333333333
100023,1,0.0011225
100024,1,0.0003675
100025,1,0.0004666666666666667
100026,1,0.0002475
100027,1,0.00023416666666666668
100028,1,0.0006508333333333333
100029,1,5.750000000000001e-05
100030,1,0.00013500000000000003
100031,1,9.166666666666666e-06
100032,1,0.00048499999999999997
100033,1,5.25e-05
100034,1,0.0003825
100035,1,4.7499999999999996e-05
100036,1,0.00084
100037,1,6.916666666666666e-05
100038,1,0.00020666666666666666
100039,1,6.333333333333335e-05
100040,1,0.0004408333333333333
100041,1,0.00029916666666666666
100042,1,0.00020916666666666666
100043,1,0.0001975
100044,1,0.00016999999999999999
100045,1,0.00019416666666666665
100046,1,0.0001916666666666667
100047,1,0.00025583333333333334
100048,1,0.0003908333333333333
100049,1,0.00025916666666666666
100050,1,0.00019666666666666669
100051,1,0.0006066666666666667
100052,1,0.0004766666666666667
100053,1,0.0005783333333333333
100054,1,0.00021083333333333333
100055,1,0.00028000000000000003
100056,1,0.00042916666666666667
100057,1,0.00026583333333333336
100058,1,0.0005491666666666667
100059,1,0.00012333333333333334
100060,1,0.00041083333333333336
100061,1,0.00019333333333333333
100062,1,0.00043416666666666663
100063,1,0.00030416666666666667
100064,1,0.0001775
100065,1,4.8333333333333334e-05
100066,1,7.999999999999999e-05
100067,1,8.25e-05
100068,1,5.750000000000001e-05
100069,1,0.00010333333333333333
100070,1,0.00018083333333333333
100071,1,0.00027749999999999997
100072,1,0.00014083333333333333
100073,1,0.0001075
100074,1,0.00017583333333333332
100075,1,7.333333333333333e-05
100076,1,0.0005983333333333333
100077,1,0.00017833333333333335
100078,1,0.000185
100079,1,0.0001775
100080,1,0.00010083333333333334
100081,1,0.00016833333333333332
100082,1,0.00020666666666666666
100083,1,0.0007991666666666667
100084,1,0.0009099999999999999
100085,1,0.0010625
100086,1,0.0007866666666666667
100087,1,0.0007466666666666667
100088,1,0.0006258333333333333
100089,1,0.00033999999999999997
100090,1,0.00036333333333333335
100091,1,0.00015916666666666667
100092,1,0.000495
100093,1,0.0006316666666666668
100094,1,0.0007458333333333334
100095,1,0.00028916666666666663
100096,1,0.0002925
100097,1,0.0002683333333333333
100098,1,0.00022083333333333335
100099,1,0.00021250000000000002
100100,1,0.00015666666666666666
100101,1,0.00014416666666666668
100102,1,0.00022333333333333333
100103,1,0.0002516666666666667
100104,1,0.00017999999999999998
100105,1,0.000215
100106,1,0.000165
100107,1,4.5833333333333334e-05
100108,1,0.00047250000000000005
100109,1,6.166666666666667e-05
100110,1,9.666666666666667e-05
100111,1,0.00022333333333333333
100112,1,0.0002025
100113,1,9.25e-05
100114,1,0.0001
100115,1,0.00014166666666666668
100116,1,0.0005583333333333333
100117,1,8.583333333333332e-05
100118,1,9.75e-05
100119,1,1.6666666666666667e-05
100120,1,0.00017666666666666666
100121,1,0.00012250000000000002
100122,1,0.00017166666666666665
100123,1,0.0002916666666666667
100124,1,0.0001725
100125,1,0.00021083333333333333
100126,1,0.0002325
100127,1,0.00010583333333333335
100128,1,0.00013083333333333336
100129,1,0.00020750000000000003
100130,1,0.0004674999999999999
100131,1,0.0005858333333333334
100132,1,0.0011208333333333335
100133,1,0.00013000000000000002
100134,1,0.0004733333333333334
100135,1,0.0009058333333333334
100136,1,0.0009758333333333333
100137,1,0.0018866666666666665
100138,1,0.0006933333333333333
100139,1,0.0006733333333333333
100140,1,0.0009383333333333334
100141,1,0.0011008333333333334
100142,1,0.0009325000000000001
100143,1,0.0015508333333333333
100144,1,0.0006075
100145,1,0.00015583333333333334
100146,1,0.00018083333333333333
100147,1,0.00024500000000000005
100148,1,0.00011583333333333333
100149,1,0.0002225
100150,1,0.00012916666666666667
100151,1,0.0012391666666666666
100152,1,0.0
100153,1,0.00095
100154,1,0.0016383333333333332
100155,1,0.0013683333333333334
100156,1,0.0013141666666666666
100157,1,0.0011233333333333332
100158,1,0.0013625
100159,1,0.0016766666666666668
100160,1,0.00147
100161,1,0.0016708333333333334
100162,1,0.0015666666666666667
100163,1,0.0014941666666666666
100164,1,0.0012441666666666666
100165,1,0.0019608333333333335
100166,1,0.00038583333333333335
100167,1,0.0009691666666666666
100168,1,2.3333333333333336e-05
100169,1,0.0010016666666666668
100170,1,0.0013025
100171,1,0.0012908333333333335
100172,1,0.0008491666666666667
100173,1,2.6666666666666667e-05
100174,1,0.0005216666666666666
100175,1,0.0007533333333333334
100176,1,0.0005091666666666667
100177,1,0.0004825
100178,1,0.0009575
100179,1,0.0010683333333333335
100180,1,0.0007025
100181,1,0.00089
100182,1,0.0008533333333333333
100183,1,0.0007258333333333334
100184,1,0.0011541666666666668
100185,1,4.5833333333333334e-05
100186,1,0.0008891666666666666
100187,1,0.0005600000000000001
100188,1,0.00017666666666666666
100189,1,6.833333333333333e-05
100190,1,0.0014041666666666668
100191,1,0.00038750000000000004
100192,1,0.0003283333333333333
100193,1,0.0006383333333333333
100194,1,0.00038500000000000003
100195,1,0.0007574999999999999
100196,1,0.0
100197,1,0.0003233333333333333
100198,1,0.00036916666666666673
100199,1,0.0
100200,1,0.0012966666666666667
100201,1,0.00030833333333333337
100202,1,0.0007608333333333333
100203,1,0.00038083333333333334
100204,1,0.0003291666666666667
100205,1,0.0006008333333333333
100206,1,0.0015541666666666666
100207,1,0.0008316666666666666
100208,1,0.0011008333333333334
100209,1,0.0004975
100210,1,0.0
100211,1,0.0005566666666666667
100212,1,0.0015758333333333332
100213,1,0.00102
100214,1,0.0007466666666666667
100215,1,0.0005825
100216,1,0.0008708333333333334
100217,1,0.0
100218,1,0.00018833333333333335
100219,1,0.0
100220,1,0.0011675000000000001
100221,1,0.0009708333333333334
100222,1,0.0006991666666666667
100223,1,0.00045333333333333337
100224,1,0.00017999999999999998
100225,1,0.0022225000000000005
100226,1,0.0019316666666666668
100227,1,0.0014658333333333333
100228,1,0.0005866666666666667
100229,1,0.000995
100230,1,0.0012008333333333335
100231,1,0.0007841666666666667
100232,1,0.0012466666666666668
100233,1,0.0006441666666666666
100234,1,0.0
100235,1,0.0
100236,1,0.00023083333333333332
100237,1,0.0025725
100238,1,0.0017491666666666667
100239,1,0.0020775
100240,1,0.00041500000000000006
100241,1,0.0012958333333333335
100242,1,0.0013183333333333335
100243,1,0.0013258333333333332
100244,1,0.0010858333333333334
100245,1,0.0003491666666666667
100246,1,0.0006433333333333333
100247,1,0.0
100248,1,3.3333333333333333e-06
100249,1,0.0001725
100250,1,0.00039916666666666665
100251,1,0.0011483333333333335
100252,1,0.0008175000000000001
100253,1,0.0002858333333333333
100254,1,0.0
100255,1,0.0
100256,1,5.083333333333334e-05
100257,1,0.000585
100258,1,0.0008441666666666667
100259,1,0.00123
100260,1,0.0006533333333333333
100261,1,0.0008175000000000001
100262,1,6.416666666666666e-05
100263,1,0.0006475000000000001
100264,1,0.0004891666666666667
100265,1,0.0009725
100266,1,0.00042583333333333335
100267,1,2.3333333333333336e-05
100268,1,3.3333333333333333e-06
100269,1,0.00019083333333333333
100270,1,0.0
100271,1,0.00027666666666666665
100272,1,0.0
100273,1,0.0
100274,1,0.0
100275,1,0.0
100276,1,0.0
100277,1,0.0
100278,1,0.0
100279,1,0.0
100280,1,0.0
100281,1,0.0
100282,1,5.666666666666667e-05
100283,1,4.166666666666667e-06
100284,1,0.00107
100285,1,0.001165
100286,1,0.0010841666666666667
100287,1,0.0007300000000000001
100288,1,0.0005541666666666668
100289,1,0.0008675000000000001
100290,1,0.0009533333333333334
100291,1,0.0016633333333333333
100292,1,0.00018083333333333333
100293,1,0.0002025
100294,1,0.0006766666666666667
100295,1,0.0009033333333333334
100296,1,0.000665
100297,1,0.0008716666666666669
100298,1,0.0007250000000000001
100299,1,0.0009408333333333332
100300,1,0.0005633333333333333
100301,1,0.0012408333333333334
100302,1,0.0009216666666666667
100303,1,0.0004858333333333334
100304,1,0.00041
100305,1,0.00027249999999999996
100306,1,0.0005625000000000001
100307,1,0.0008291666666666667
100308,1,0.0002175
100309,1,0.0006741666666666667
100310,1,0.0002925
100311,1,0.00016999999999999999
100312,1,4.7499999999999996e-05
100313,1,0.00020833333333333335
100314,1,3.5000000000000004e-05
100315,1,9.333333333333334e-05
100316,1,0.0014433333333333336
100317,1,0.00034666666666666667
100318,1,0.0006275
100319,1,0.00042916666666666667
100320,1,0.00019416666666666665
100321,1,2.916666666666667e-05
100322,1,0.0004008333333333333
100323,1,6.166666666666667e-05
100324,1,6.833333333333333e-05
100325,1,0.0005966666666666667
100326,1,0.0006491666666666666
100327,1,0.0008258333333333334
100328,1,1.9999999999999998e-05
100329,1,0.0008525
100330,1,0.0010083333333333333
100331,1,0.00031499999999999996
100332,1,0.0
100333,1,0.0008308333333333333
100334,1,0.0008416666666666667
100335,1,0.0007041666666666667
100336,1,0.0009241666666666667
100337,1,0.0009691666666666666
100338,1,0.0009491666666666666
100339,1,0.0014883333333333333
100340,1,0.0017658333333333334
100341,1,0.0012883333333333332
100342,1,0.0
100343,1,0.0008383333333333334
100344,1,0.0009533333333333334
100345,1,0.001875833333333333
100346,1,0.00027666666666666665
100347,1,0.0006833333333333333
100348,1,0.00041833333333333333
100349,1,0.0002575
100350,1,0.00039249999999999995
100351,1,0.00013583333333333335
100352,1,0.0011016666666666666
100353,1,0.0013558333333333332
100354,1,0.0
100355,1,0.0
100356,1,0.0003683333333333333
100357,1,0.0016
100358,1,0.0
100359,1,0.00021416666666666665
100360,1,0.0
100361,1,0.0007983333333333333
100362,1,0.00263
100363,1,0.0003766666666666667
100364,1,0.00045083333333333325
100365,1,0.0004075
100366,1,0.0
100367,1,7.166666666666667e-05
100368,1,5.1666666666666664e-05
100369,1,5.1666666666666664e-05
100370,1,0.00010666666666666667
100371,1,8.583333333333332e-05
100372,1,2.8333333333333335e-05
100373,1,6.750000000000001e-05
100374,1,0.00016166666666666665
100375,1,0.0001916666666666667
100376,1,2.916666666666667e-05
100377,1,0.00020333333333333336
100378,1,4.3333333333333334e-05
100379,1,0.00014583333333333335
100380,1,3.166666666666667e-05
100381,1,5.333333333333333e-05
100382,1,1.3333333333333333e-05
100383,1,7.5e-06
100384,1,1.3333333333333333e-05
100385,1,0.0
100386,1,5.666666666666667e-05
100387,1,0.0001975
100388,1,0.0
100389,1,0.00011583333333333333
100390,1,4.2499999999999996e-05
100391,1,5.833333333333334e-05
100392,1,1.3333333333333333e-05
100393,1,0.0
100394,1,5.25e-05
100395,1,3.5833333333333335e-05
100396,1,4.166666666666667e-06
100397,1,1.5833333333333336e-05
100398,1,7.5e-06
100399,1,6.666666666666667e-06
100400,1,7.583333333333334e-05
100401,1,3.8333333333333334e-05
100402,1,1.9999999999999998e-05
100403,1,5.416666666666667e-05
100404,1,2.4166666666666667e-05
100405,1,1.7500000000000002e-05
100406,1,5.666666666666667e-05
100407,1,0.0001325
100408,1,3.166666666666667e-05
100409,1,8.583333333333332e-05
100410,1,0.00012083333333333335
100411,1,7.75e-05
100412,1,0.00024333333333333336
100413,1,1.0833333333333334e-05
100414,1,0.00023416666666666668
100415,1,0.0
100416,1,4.166666666666667e-06
100417,1,6.666666666666667e-06
100418,1,6.333333333333335e-05
100419,1,2.0833333333333333e-05
100420,1,0.00023833333333333334
100421,1,0.0007658333333333333
100422,1,0.0003158333333333334
100423,1,0.0004916666666666667
100424,1,0.0007541666666666667
100425,1,0.0004941666666666666
100426,1,0.0006850000000000001
100427,1,0.0002933333333333333
100428,1,0.0007758333333333335
100429,1,0.0008308333333333333
100430,1,0.00107
100431,1,0.0010741666666666668
100432,1,0.0010191666666666667
100433,1,0.003018333333333333
100434,1,0.0008349999999999999
100435,1,0.00046000000000000007
100436,1,0.00045499999999999995
100437,1,0.0006850000000000001
100438,1,0.0011708333333333334
100439,1,0.0009575
100440,1,0.005843333333333333
100441,1,0.00419
100442,1,0.003599166666666667
100443,1,0.0030691666666666662
100444,1,0.0013241666666666669
100445,1,0.0007708333333333333
100446,1,0.0007883333333333334
100447,1,0.0013558333333333332
100448,1,0.0016033333333333331
100449,1,0.0012933333333333332
100450,1,0.0008191666666666666
100451,1,0.0005125
100452,1,0.0005575
100453,1,0.0011241666666666665
100454,1,0.0013358333333333334
100455,1,0.0012100000000000001
100456,1,0.0009283333333333333
100457,1,0.0029683333333333332
100458,1,0.0006608333333333333
100459,1,0.0009458333333333335
100460,1,0.0006991666666666667
100461,1,0.00119
100462,1,0.0002466666666666667
100463,1,0.000325
100464,1,0.0006175
100465,1,0.0008516666666666667
100466,1,0.0008458333333333334
100467,1,0.0012100000000000001
100468,1,0.0008808333333333332
100469,1,9.166666666666666e-06
100470,1,0.00055
100471,1,0.0005425
100472,1,0.0004674999999999999
100473,1,0.0003683333333333333
100474,1,0.0006666666666666666
100475,1,0.0006991666666666667
100476,1,0.00042083333333333333
100477,1,0.0011658333333333334
100478,1,0.000995
100479,1,0.0008175000000000001
100480,1,0.0004733333333333334
100481,1,0.0008883333333333334
100482,1,0.001105
100483,1,0.0010258333333333335
100484,1,0.0011250000000000001
100485,1,0.0009108333333333334
100486,1,0.0009433333333333332
100487,1,0.0011158333333333333
100488,1,0.0011875000000000002
100489,1,0.0006391666666666667
100490,1,0.0009308333333333333
100491,1,0.0026
100492,1,0.0009233333333333333
100493,1,0.0013358333333333334
100494,1,0.0005416666666666666
100495,1,0.0005816666666666666
100496,1,0.0009758333333333333
100497,1,0.0008908333333333333
100498,1,0.0010808333333333334
100499,1,0.0020366666666666667
100500,1,0.0012275
100501,1,0.0010058333333333334
100502,1,0.00038166666666666666
100503,1,0.00022583333333333334
100504,1,0.00613
100505,1,0.002665
100506,1,0.00159
100507,1,0.0013091666666666666
100508,1,0.007005833333333333
100509,1,0.002136666666666667
100510,1,0.0009800000000000002
100511,1,0.0
100512,1,0.00040583333333333335
100513,1,0.00010083333333333334
100514,1,0.00030833333333333337
100515,1,0.0005825
100516,1,0.0006541666666666667
100517,1,0.0013016666666666667
100518,1,0.0010608333333333333
100519,1,0.0019083333333333333
100520,1,2.8333333333333335e-05
100521,1,0.0010541666666666668
100522,1,0.0004475
100523,1,6.750000000000001e-05
100524,1,1.5e-05
100525,1,9.499999999999999e-05
100526,1,0.00013333333333333334
100527,1,9.75e-05
100528,1,0.0002941666666666667
100529,1,0.0056425
100530,1,0.0005808333333333334
100531,1,0.0006916666666666667
100532,1,0.0007725
100533,1,0.00031916666666666665
100534,1,0.0
100535,1,0.0
100536,1,0.0
100537,1,0.00015999999999999999
100538,1,0.0
100539,1,0.000105
100540,1,0.0
100541,1,0.0001275
100542,1,0.0
100543,1,0.0
100544,1,0.00015999999999999999
100545,1,0.0
100546,1,0.0002908333333333333
