node_id,node_type,x_km,y_km,facility_id,service,population
100340,Region,34.985522,138.335325,,,2119.0
100341,Region,34.991444,138.330082,,,1546.0
100342,Region,35.001296,138.329281,,,0.0
100343,Region,34.974786,138.351152,,,1006.0
100344,Region,34.983483,138.328557,,,1144.0
100345,Region,35.014998,138.31143,,,2251.0
100346,Region,34.994527,138.297453,,,332.0
100347,Region,35.016105,138.284151,,,820.0
100348,Region,35.046274,138.293773,,,502.0
100349,Region,35.010734,138.358477,,,309.0
100350,Region,35.02733,138.36978,,,471.0
100351,Region,35.008514,138.349502,,,163.0
100352,Region,35.01818,138.360076,,,1322.0
100353,Region,35.021304,138.366469,,,1627.0
100354,Region,35.014798,138.350424,,,0.0
100355,Region,35.011304,138.355338,,,0.0
100356,Region,35.019096,138.351093,,,442.0
100357,Region,35.027652,138.337752,,,1920.0
100358,Region,35.022212,138.356195,,,0.0
100359,Region,35.032457,138.361288,,,257.0
100360,Region,35.024978,138.367479,,,0.0
100361,Region,35.030212,138.366707,,,958.0
100362,Region,35.046001,138.348956,,,3156.0
100363,Region,35.072247,138.314317,,,452.0
100364,Region,35.072576,138.353255,,,541.0
100365,Region,35.087829,138.357665,,,489.0
100366,Region,35.086365,138.367493,,,0.0
100367,Region,35.099408,138.361946,,,86.0
100368,Region,35.038119,138.26565,,,62.0
100369,Region,35.048403,138.261075,,,62.0
100370,Region,35.044844,138.24541,,,128.0
100371,Region,35.0627,138.271921,,,103.0
100372,Region,35.05585,138.233564,,,34.0
100373,Region,35.034505,138.253999,,,81.0
100374,Region,35.032277,138.239626,,,194.0
100375,Region,35.035595,138.215436,,,230.0
100376,Region,35.07963,138.211019,,,35.0
100377,Region,35.069009,138.243429,,,244.0
100378,Region,35.084277,138.264854,,,52.0
100379,Region,35.094601,138.230778,,,175.0
100380,Region,35.107852,138.230828,,,38.0
100381,Region,35.114265,138.25298,,,64.0
100382,Region,35.122542,138.219529,,,16.0
100383,Region,35.138926,138.234202,,,9.0
100384,Region,35.131137,138.199583,,,16.0
100385,Region,35.112419,138.206002,,,0.0
100386,Region,35.120414,138.349847,,,68.0
100387,Region,35.108154,138.343308,,,237.0
100388,Region,35.113632,138.32624,,,0.0
100389,Region,35.104028,138.317044,,,139.0
100390,Region,35.126199,138.325074,,,51.0
100391,Region,35.137067,138.324783,,,70.0
100392,Region,35.149961,138.316585,,,16.0
100393,Region,35.142356,138.328829,,,0.0
100394,Region,35.151797,138.337272,,,63.0
100395,Region,35.162448,138.331158,,,43.0
100396,Region,35.165626,138.313622,,,5.0
100397,Region,35.173741,138.306269,,,19.0
100398,Region,35.190568,138.311181,,,9.0
100399,Region,35.212886,138.303221,,,8.0
100400,Region,35.11309,138.286742,,,91.0
100401,Region,35.128535,138.299459,,,46.0
100402,Region,35.150099,138.263646,,,24.0
100403,Region,35.15253,138.290817,,,65.0
100404,Region,35.124076,138.357331,,,29.0
100405,Region,35.128728,138.360421,,,21.0
100406,Region,35.135263,138.378853,,,68.0
100407,Region,35.15097,138.372411,,,159.0
100408,Region,35.171765,138.354168,,,38.0
100409,Region,35.178825,138.376651,,,103.0
100410,Region,35.203122,138.365531,,,145.0
100411,Region,35.229741,138.320476,,,93.0
100412,Region,35.272491,138.332719,,,292.0
100413,Region,35.181825,138.274388,,,13.0
100414,Region,35.222333,138.225939,,,281.0
100415,Region,35.253457,138.267085,,,0.0
100416,Region,35.23962,138.23577,,,5.0
100417,Region,35.241795,138.272003,,,8.0
100418,Region,35.421658,138.192489,,,76.0
100419,Region,35.283919,138.259663,,,25.0
100420,Region,35.03472,138.391068,,,286.0
100421,Region,35.035702,138.393662,,,919.0
100422,Region,35.038118,138.391667,,,379.0
100423,Region,34.989014,138.417156,,,590.0
100424,Region,34.986168,138.412942,,,905.0
100425,Region,35.02818,138.39061,,,593.0
100426,Region,34.958289,138.375416,,,822.0
100427,Region,35.003581,138.435914,,,352.0
100428,Region,34.965174,138.383186,,,931.0
100429,Region,34.964028,138.381715,,,997.0
100430,Region,34.961508,138.38544,,,1284.0
100431,Region,34.962157,138.379435,,,1289.0
100432,Region,34.958582,138.389146,,,1223.0
100433,Region,34.955742,138.386923,,,3622.0
100434,Region,34.959864,138.38276,,,1002.0
100435,Region,34.95848,138.380745,,,552.0
100436,Region,34.95623,138.377657,,,546.0
100437,Region,34.953505,138.37951,,,822.0
100438,Region,34.951073,138.384649,,,1405.0
100439,Region,34.95209,138.392295,,,1149.0
100440,Region,34.939573,138.393528,,,7012.0
100441,Region,34.94804,138.398222,,,5028.0
100442,Region,34.943186,138.404629,,,4319.0
100443,Region,34.946105,138.409222,,,3683.0
100444,Region,34.970018,138.389947,,,1589.0
100445,Region,34.968341,138.387065,,,925.0
100446,Region,34.967488,138.384011,,,946.0
100447,Region,34.965657,138.386662,,,1627.0
100448,Region,34.963558,138.388722,,,1924.0
100449,Region,34.961112,138.391015,,,1552.0
100450,Region,34.967647,138.390622,,,983.0
100451,Region,34.969085,138.392911,,,615.0
100452,Region,34.967699,138.394386,,,669.0
100453,Region,34.965786,138.39229,,,1349.0
100454,Region,34.963266,138.394508,,,1603.0
100455,Region,34.960799,138.396713,,,1452.0
100456,Region,34.958523,138.398684,,,1114.0
100457,Region,34.956409,138.395331,,,3562.0
100458,Region,34.965169,138.396611,,,793.0
100459,Region,34.961149,138.400172,,,1135.0
100460,Region,34.958037,138.403712,,,839.0
100461,Region,34.956047,138.401185,,,1428.0
100462,Region,34.971734,138.39311,,,296.0
100463,Region,34.973164,138.394946,,,390.0
100464,Region,34.970853,138.395591,,,741.0
100465,Region,34.969499,138.397406,,,1022.0
100466,Region,34.967733,138.398508,,,1015.0
100467,Region,34.966876,138.400972,,,1452.0
100468,Region,34.962551,138.402522,,,1057.0
100469,Region,34.970083,138.401613,,,11.0
100470,Region,34.974216,138.397011,,,660.0
100471,Region,34.972718,138.39878,,,651.0
100472,Region,34.975159,138.39866,,,561.0
100473,Region,34.976262,138.400824,,,442.0
100474,Region,34.974529,138.401676,,,800.0
100475,Region,34.97267,138.402292,,,839.0
100476,Region,34.970691,138.404223,,,505.0
100477,Region,34.966712,138.407732,,,1399.0
100478,Region,34.965984,138.404325,,,1194.0
100479,Region,34.963595,138.406608,,,981.0
100480,Region,34.962562,138.410039,,,568.0
100481,Region,34.960806,138.411762,,,1066.0
100482,Region,34.958289,138.414427,,,1326.0
100483,Region,34.959848,138.406851,,,1231.0
100484,Region,34.95711,138.41063,,,1350.0
100485,Region,34.954926,138.407788,,,1093.0
100486,Region,34.952758,138.40394,,,1132.0
100487,Region,34.951673,138.411505,,,1339.0
100488,Region,34.94927,138.41413,,,1425.0
100489,Region,34.954224,138.415274,,,767.0
100490,Region,34.951223,138.418213,,,1117.0
100491,Region,34.947012,138.420106,,,3120.0
100492,Region,34.956355,138.418358,,,1108.0
100493,Region,34.952677,138.42157,,,1603.0
100494,Region,34.978135,138.404204,,,650.0
100495,Region,34.97747,138.406052,,,698.0
100496,Region,34.973751,138.407357,,,1171.0
100497,Region,34.975977,138.410469,,,1069.0
100498,Region,34.978339,138.412721,,,1297.0
100499,Region,34.981458,138.411843,,,2444.0
100500,Region,34.980636,138.416119,,,1473.0
100501,Region,34.97077,138.409512,,,1207.0
100502,Region,34.968783,138.413318,,,458.0
100503,Region,34.967101,138.410613,,,271.0
100504,Region,34.971218,138.435172,,,7356.0
100505,Region,34.977233,138.418075,,,3198.0
100506,Region,34.973524,138.419836,,,1908.0
100507,Region,34.971686,138.415695,,,1571.0
100508,Region,34.981119,138.43308,,,8407.0
100509,Region,34.987451,138.427761,,,2564.0
100510,Region,34.991613,138.428133,,,1176.0
100511,Region,34.986214,138.442223,,,0.0
100512,Region,34.998583,138.427567,,,487.0
100513,Region,34.99655,138.429536,,,121.0
100514,Region,34.994988,138.431951,,,370.0
100515,Region,34.99305,138.433241,,,699.0
100516,Region,34.991432,138.435499,,,785.0
100517,Region,34.989031,138.438563,,,1562.0
100518,Region,34.999036,138.434077,,,1273.0
100519,Region,34.989249,138.44683,,,2290.0
100520,Region,34.98021,138.450157,,,34.0
100521,Region,34.963309,138.414358,,,1265.0
100522,Region,34.964574,138.416959,,,537.0
100523,Region,34.960888,138.418157,,,81.0
100524,Region,34.966746,138.418722,,,18.0
100525,Region,34.96384,138.422337,,,114.0
100526,Region,34.959528,138.422997,,,160.0
100527,Region,34.95628,138.425119,,,117.0
100528,Region,34.953154,138.426313,,,353.0
100529,Region,34.960511,138.435022,,,6771.0
100530,Region,34.949325,138.428121,,,697.0
100531,Region,34.949628,138.430819,,,830.0
100532,Region,34.950419,138.434811,,,927.0
100533,Region,34.952272,138.440414,,,383.0
100534,Region,34.97251,138.449088,,,0.0
100535,Region,34.960471,138.449814,,,0.0
100536,Region,34.9689,138.452389,,,0.0
100537,Region,34.954545,138.445784,,,192.0
100538,Region,34.971528,138.452035,,,0.0
100539,Region,34.956818,138.448909,,,126.0
100540,Region,34.965394,138.450062,,,0.0
100541,Region,34.9659,138.454179,,,153.0
100542,Region,34.971843,138.458536,,,0.0
100543,Region,34.97146,138.450489,,,0.0
100544,Region,34.961431,138.460178,,,192.0
100545,Region,34.960669,138.465225,,,0.0
100546,Region,34.96656,138.467355,,,349.0
100547,Region,34.951508,138.367797,,,3146.0
100548,Region,34.945081,138.369316,,,0.0
100549,Region,34.950278,138.369615,,,50.0
100550,Region,34.951962,138.372427,,,653.0
100551,Region,34.94797,138.376194,,,1112.0
100552,Region,34.945513,138.371688,,,1150.0
100553,Region,34.944223,138.378192,,,1667.0
100554,Region,34.942311,138.3718,,,795.0
100555,Region,34.942543,138.368338,,,1084.0
100556,Region,34.939784,138.368653,,,741.0
100557,Region,34.937362,138.368801,,,626.0
100558,Region,34.941836,138.365366,,,781.0
100559,Region,34.937985,138.365713,,,761.0
100560,Region,34.932401,138.387172,,,528.0
100561,Region,34.941481,138.381181,,,844.0
100562,Region,34.939002,138.376016,,,1973.0
100563,Region,34.936678,138.372456,,,1285.0
100564,Region,34.937569,138.384345,,,1104.0
100565,Region,34.935065,138.379497,,,1455.0
100566,Region,34.932968,138.374894,,,1234.0
100567,Region,34.923401,138.368601,,,0.0
100568,Region,34.930439,138.37786,,,1585.0
100569,Region,34.928107,138.38263,,,196.0
100570,Region,34.934842,138.368953,,,799.0
100571,Region,34.932419,138.367279,,,867.0
100572,Region,34.930198,138.369223,,,749.0
100573,Region,34.927509,138.37051400000001,,,732.0
100574,Region,34.925015,138.372467,,,930.0
100575,Region,34.928648,138.373794,,,823.0
100576,Region,34.923829,138.375461,,,0.0
100577,Region,34.941045,138.373067,,,229.0
100578,Region,34.931816,138.362523,,,0.0
100579,Region,34.928179,138.365476,,,858.0
100580,Region,34.923429,138.36622,,,632.0
100581,Region,34.922372,138.364437,,,758.0
100582,Region,34.921151,138.362805,,,814.0
100583,Region,34.919446,138.360655,,,763.0
100584,Region,34.930523,138.360747,,,48.0
100585,Region,34.923286,138.358996,,,111.0
100586,Region,34.927388,138.361425,,,89.0
100587,Region,34.935225,138.361855,,,1502.0
100588,Region,34.934059,138.354283,,,166.0
100589,Region,34.921302,138.342187,,,873.0
100590,Region,34.92652,138.356345,,,0.0
100591,Region,34.930063,138.356368,,,18.0
100592,Region,34.927796,138.354014,,,22.0
100593,Region,34.909369,138.349839,,,778.0
100594,Region,34.961726,138.356951,,,5137.0
100595,Region,34.951256,138.357087,,,0.0
100596,Region,34.957208,138.365715,,,990.0
100597,Region,34.950254,138.361028,,,0.0
100598,Region,34.950259,138.362731,,,1646.0
100599,Region,34.943022,138.362191,,,3400.0
100600,Region,34.939559,138.357637,,,1723.0
100601,Region,34.943936,138.329626,,,2490.0
100602,Region,34.946695,138.357826,,,1069.0
100603,Region,34.943383,138.356366,,,1154.0
100604,Region,34.946671,138.353117,,,1035.0
100605,Region,34.944423,138.352999,,,870.0
100606,Region,34.942606,138.352275,,,839.0
100607,Region,34.947435,138.348542,,,956.0
100608,Region,34.949619,138.340281,,,531.0
100609,Region,34.950831,138.351493,,,491.0
100610,Region,34.951288,138.343968,,,1276.0
100611,Region,34.943079,138.30288,,,194.0
100612,Region,34.943116,138.347737,,,716.0
100613,Region,34.946119,138.365351,,,930.0
100614,Region,34.985087,138.416703,,,638.0
100615,Region,34.95185,138.360689,,,665.0
100616,Region,34.950804,138.358577,,,737.0
100617,Region,35.030245,138.480452,,,533.0
100618,Region,35.027322,138.488819,,,810.0
100619,Region,35.027147,138.48697,,,598.0
100620,Region,35.030342,138.487994,,,424.0
100621,Region,35.027931,138.485239,,,675.0
100622,Region,35.029807,138.483534,,,330.0
100623,Region,35.032218,138.486271,,,845.0
100624,Region,35.03095,138.485122,,,414.0
100625,Region,35.021683,138.488024,,,499.0
100626,Region,35.028934,138.490239,,,13.0
100627,Region,35.033244,138.487755,,,221.0
100628,Region,35.025206,138.474891,,,753.0
100629,Region,35.025997,138.480334,,,320.0
100630,Region,35.02603,138.47892,,,165.0
100631,Region,35.023259,138.475657,,,883.0
100632,Region,35.025078,138.481839,,,311.0
100633,Region,35.027178,138.481876,,,276.0
100634,Region,35.028624,138.481697,,,235.0
100635,Region,35.026105,138.483424,,,326.0
100636,Region,35.024555,138.485702,,,628.0
100637,Region,35.022263,138.479463,,,482.0
100638,Region,35.020165,138.481609,,,732.0
100639,Region,35.023017,138.482475,,,311.0
100640,Region,35.021657,138.482519,,,429.0
100641,Region,35.022928,138.485589,,,448.0
100642,Region,35.021614,138.485575,,,301.0
100643,Region,35.020142,138.485785,,,475.0
100644,Region,35.018598,138.48541,,,405.0
100645,Region,35.027219,138.476275,,,830.0
100646,Region,35.015589,138.467948,,,366.0
100647,Region,35.014383,138.47626,,,464.0
100648,Region,35.014572,138.47879,,,242.0
100649,Region,35.018314,138.481315,,,540.0
100650,Region,35.01781,138.479103,,,373.0
100651,Region,35.017504,138.476723,,,477.0
100652,Region,35.016057,138.478897,,,522.0
100653,Region,35.015872,138.473836,,,657.0
100654,Region,35.013573,138.472858,,,920.0
100655,Region,35.014699,138.470281,,,445.0
100656,Region,35.013428,138.467097,,,1002.0
100657,Region,35.016299,138.481764,,,412.0
100658,Region,35.017093,138.473119,,,579.0
100659,Region,35.020078,138.472331,,,550.0
100660,Region,35.020992,138.47461,,,359.0
100661,Region,35.019594,138.476967,,,355.0
100662,Region,35.016565,138.467201,,,742.0
100663,Region,35.022697,138.470422,,,448.0
100664,Region,35.019688,138.469676,,,515.0
100665,Region,35.019118,138.467439,,,462.0
100666,Region,35.015244,138.464334,,,0.0
100667,Region,35.023994,138.463935,,,1757.0
100668,Region,35.012068,138.461646,,,0.0
100669,Region,35.016243,138.488361,,,254.0
100670,Region,35.016143,138.489437,,,137.0
100671,Region,35.018062,138.491334,,,234.0
100672,Region,35.016047,138.486995,,,264.0
100673,Region,35.014725,138.484999,,,1469.0
100674,Region,35.011428,138.485485,,,425.0
100675,Region,35.009865,138.486358,,,320.0
100676,Region,35.012466,138.487386,,,423.0
100677,Region,35.01256,138.489064,,,393.0
100678,Region,35.012904,138.480035,,,545.0
100679,Region,35.014019,138.482452,,,553.0
100680,Region,35.012566,138.49092,,,190.0
100681,Region,35.010921,138.482124,,,642.0
100682,Region,35.013474,138.494162,,,0.0
100683,Region,35.008747,138.475739,,,781.0
100684,Region,35.010751,138.477828,,,556.0
100685,Region,35.007842,138.473009,,,992.0
100686,Region,35.006796,138.487309,,,503.0
100687,Region,35.004674,138.482944,,,407.0
100688,Region,35.008064,138.484479,,,690.0
100689,Region,35.007863,138.482161,,,506.0
100690,Region,35.005427,138.485378,,,452.0
100691,Region,35.006095,138.479695,,,944.0
100692,Region,35.002963,138.480168,,,1048.0
100693,Region,35.00351,138.475203,,,750.0
100694,Region,35.000751,138.476563,,,1183.0
100695,Region,34.999907,138.478902,,,801.0
100696,Region,35.012032,138.473714,,,362.0
100697,Region,35.01056,138.472888,,,310.0
100698,Region,35.007595,138.477237,,,192.0
100699,Region,35.005836,138.477175,,,952.0
100700,Region,35.004263,138.469214,,,993.0
100701,Region,34.997869,138.467565,,,10.0
100702,Region,35.001949,138.466664,,,479.0
100703,Region,35.000551,138.468309,,,434.0
100704,Region,34.999072,138.470606,,,721.0
100705,Region,34.991349,138.468334,,,629.0
100706,Region,35.001107,138.472068,,,1379.0
100707,Region,35.002907,138.473067,,,790.0
100708,Region,35.007471,138.469308,,,697.0
100709,Region,35.005963,138.471631,,,904.0
100710,Region,35.01155,138.468348,,,362.0
100711,Region,35.009951,138.469213,,,440.0
100712,Region,34.996181,138.475386,,,1036.0
100713,Region,35.003793,138.463907,,,730.0
100714,Region,35.00647,138.489763,,,303.0
100715,Region,35.008409,138.488406,,,248.0
100716,Region,35.002993,138.491364,,,378.0
100717,Region,35.00903,138.493002,,,167.0
100718,Region,35.007619,138.492857,,,471.0
100719,Region,35.005114,138.490867,,,199.0
100720,Region,35.003273,138.488863,,,844.0
100721,Region,35.002546,138.483872,,,880.0
100722,Region,35.000748,138.484515,,,629.0
100723,Region,35.000664,138.492579,,,707.0
100724,Region,35.002634,138.487053,,,439.0
100725,Region,35.010004,138.489146,,,107.0
100726,Region,35.010179,138.491765,,,318.0
100727,Region,35.004804,138.493563,,,145.0
100728,Region,35.006182,138.496187,,,9.0
100729,Region,34.998931,138.479855,,,526.0
100730,Region,34.991877,138.496462,,,0.0
100731,Region,34.993862,138.494203,,,59.0
100732,Region,34.994192,138.489175,,,674.0
100733,Region,34.996985,138.483879,,,486.0
100734,Region,34.995035,138.484845,,,1337.0
100735,Region,34.992502,138.486461,,,934.0
100736,Region,34.983364,138.4874,,,2634.0
100737,Region,34.985771,138.47844,,,1498.0
100738,Region,34.996276,138.491078,,,921.0
100739,Region,34.999631,138.488878,,,540.0
100740,Region,34.998947,138.486553,,,626.0
100741,Region,34.996874,138.488107,,,526.0
100742,Region,34.998718,138.483385,,,744.0
100743,Region,34.997498,138.48079,,,470.0
100744,Region,34.998904,138.496218,,,0.0
100745,Region,34.997043,138.493412,,,6.0
100746,Region,34.993024,138.498898,,,0.0
100747,Region,34.97409,138.481314,,,249.0
100748,Region,34.96918,138.484843,,,132.0
100749,Region,34.967074,138.476548,,,122.0
100750,Region,34.983533,138.498248,,,531.0
100751,Region,34.982168,138.502991,,,645.0
100752,Region,34.979901,138.505901,,,546.0
100753,Region,34.978105,138.501259,,,919.0
100754,Region,34.979195,138.496013,,,1161.0
100755,Region,34.975441000000004,138.498566,,,547.0
100756,Region,34.973023,138.493972,,,348.0
100757,Region,34.975922,138.491665,,,828.0
100758,Region,34.980177,138.490072,,,688.0
100759,Region,34.978908,138.491494,,,497.0
100760,Region,34.977359,138.49067,,,619.0
100761,Region,34.996425,138.51287,,,1110.0
100762,Region,34.983179,138.508671,,,545.0
100763,Region,34.987977,138.510779,,,698.0
100764,Region,34.986264,138.514189,,,558.0
100765,Region,34.992256,138.513,,,754.0
100766,Region,34.991187,138.518098,,,743.0
100767,Region,35.006903,138.518292,,,8199.0
100768,Region,35.033041,138.460695,,,1154.0
100769,Region,35.031973,138.458035,,,1104.0
100770,Region,35.038188,138.462069,,,0.0
100771,Region,35.038115,138.45681,,,1164.0
100772,Region,35.034227,138.470731,,,1007.0
100773,Region,35.03596,138.46597,,,905.0
100774,Region,35.038304,138.470544,,,1069.0
100775,Region,35.036647,138.468356,,,1213.0
100776,Region,35.032093,138.467501,,,626.0
100777,Region,35.034013,138.464116,,,1014.0
100778,Region,35.039551,138.468988,,,7.0
100779,Region,35.031162,138.464892,,,744.0
100780,Region,35.024567,138.467855,,,164.0
100781,Region,35.03579,138.461826,,,638.0
100782,Region,35.041957,138.457674,,,2536.0
100783,Region,35.051868,138.459834,,,2367.0
100784,Region,35.038388,138.478529,,,36.0
100785,Region,35.040924,138.472052,,,0.0
100786,Region,35.029167,138.477945,,,371.0
100787,Region,35.036395,138.474737,,,1169.0
100788,Region,35.03882,138.473759,,,991.0
100789,Region,35.035271,138.480381,,,594.0
100790,Region,35.034213,138.477842,,,683.0
100791,Region,35.032601,138.476431,,,719.0
100792,Region,35.032103,138.474338,,,1334.0
100793,Region,35.030229,138.4724,,,682.0
100794,Region,35.029815,138.468405,,,915.0
100795,Region,35.027877,138.472898,,,1061.0
100796,Region,35.027053,138.468552,,,845.0
100797,Region,35.025467,138.467972,,,332.0
100798,Region,35.031991,138.471004,,,295.0
100799,Region,35.050076,138.443591,,,3929.0
100800,Region,35.031513,138.452904,,,6540.0
100801,Region,35.026127,138.441781,,,930.0
100802,Region,35.026556,138.45796,,,162.0
100803,Region,35.024776,138.452804,,,0.0
100804,Region,35.037778,138.440523,,,995.0
100805,Region,35.016321,138.433927,,,1694.0
100806,Region,35.024403,138.458215,,,1376.0
100807,Region,35.02109,138.443635,,,0.0
100808,Region,35.030075,138.462768,,,619.0
100809,Region,35.029195,138.460499,,,393.0
100810,Region,35.027497,138.463995,,,217.0
100811,Region,35.01178,138.456982,,,23.0
100812,Region,35.009929,138.458795,,,150.0
100813,Region,35.008987,138.456139,,,614.0
100814,Region,35.016694,138.457746,,,2816.0
100815,Region,35.01855,138.463298,,,2391.0
100816,Region,35.011888,138.460969,,,0.0
100817,Region,35.004232,138.441501,,,23.0
100818,Region,35.005427,138.450584,,,872.0
100819,Region,34.98724,138.456192,,,4183.0
100820,Region,35.005872,138.440303,,,0.0
100821,Region,35.00485,138.443781,,,0.0
100822,Region,35.001358,138.443739,,,1234.0
100823,Region,35.005294,138.446975,,,1405.0
100824,Region,35.002186,138.447337,,,988.0
100825,Region,35.009897,138.438701,,,2460.0
100826,Region,35.007906,138.442871,,,2474.0
100827,Region,35.008215,138.447788,,,918.0
100828,Region,35.014934,138.444119,,,2389.0
100829,Region,35.017985,138.44847,,,1048.0
100830,Region,35.009775,138.445186,,,0.0
100831,Region,35.012824,138.45157,,,719.0
100832,Region,35.009091,138.452992,,,828.0
100833,Region,35.010359,138.451227,,,514.0
100834,Region,35.004998,138.438997,,,57.0
100835,Region,34.998269,138.440337,,,422.0
100836,Region,34.999736,138.4391,,,856.0
100837,Region,35.002119,138.438579,,,336.0
100838,Region,35.015478,138.453208,,,330.0
100839,Region,35.019564,138.45205,,,475.0
100840,Region,35.022731,138.453835,,,0.0
100841,Region,34.991963,138.46126,,,1137.0
100842,Region,34.997371,138.442046,,,949.0
100843,Region,35.007019,138.463101,,,1221.0
100844,Region,35.012205,138.463987,,,0.0
100845,Region,35.001507,138.46329,,,0.0
100846,Region,35.009138,138.466729,,,901.0
100847,Region,35.007078,138.465977,,,1033.0
100848,Region,35.005673,138.456366,,,1191.0
100849,Region,35.002284,138.457295,,,231.0
100850,Region,35.010573,138.462638,,,1101.0
100851,Region,35.007029,138.460056,,,571.0
100852,Region,35.003941,138.45403,,,847.0
100853,Region,35.002377,138.45287,,,663.0
100854,Region,35.002248,138.450646,,,630.0
100855,Region,35.007386,138.453794,,,193.0
100856,Region,35.031969,138.49275,,,2911.0
100857,Region,35.036797,138.484923,,,3168.0
100858,Region,35.032824,138.482656,,,798.0
100859,Region,35.045294,138.49604,,,174.0
100860,Region,35.036961,138.503779,,,0.0
100861,Region,35.0468,138.503607,,,936.0
100862,Region,35.039005,138.499807,,,602.0
100863,Region,35.039644,138.495619,,,280.0
100864,Region,35.04407,138.50036,,,794.0
100865,Region,35.041674,138.497866,,,874.0
100866,Region,35.070658,138.450455,,,606.0
100867,Region,35.050366,138.472505,,,3669.0
100868,Region,35.050549,138.493347,,,376.0
100869,Region,35.050602,138.4869,,,1084.0
100870,Region,35.08022,138.482138,,,282.0
100871,Region,35.055611,138.477437,,,1041.0
100872,Region,35.061288,138.498736,,,198.0
100873,Region,35.082915,138.494088,,,220.0
100874,Region,35.06201,138.483456,,,1518.0
100875,Region,35.08628,138.46747,,,490.0
100876,Region,35.064017,138.534519,,,727.0
100877,Region,35.073407,138.532301,,,345.0
100878,Region,35.050455,138.511268,,,627.0
100879,Region,35.057274,138.524107,,,4418.0
100880,Region,35.050767,138.517875,,,1022.0
100881,Region,35.084233,138.527359,,,449.0
100882,Region,35.064908,138.524632,,,0.0
100883,Region,35.07351,138.513386,,,1031.0
100884,Region,35.077119,138.519761,,,158.0
100885,Region,35.065481,138.517437,,,3247.0
100886,Region,35.085454,138.509195,,,1835.0
100887,Region,35.084512,138.511015,,,0.0
100888,Region,35.088831,138.517136,,,254.0
100889,Region,35.126742,138.514047,,,1090.0
100890,Region,35.163843,138.514813,,,552.0
100891,Region,35.095857,138.527235,,,186.0
100892,Region,35.103117,138.524371,,,1014.0
100893,Region,35.173954,138.419917,,,159.0
100894,Region,35.106402,138.490882,,,195.0
100895,Region,35.142393,138.419784,,,308.0
100896,Region,35.112104,138.465706,,,165.0
100897,Region,35.093833,138.444149,,,80.0
100898,Region,35.128963,138.456861,,,157.0
100899,Region,35.116345,138.451002,,,32.0
100900,Region,35.151199,138.4703,,,906.0
100901,Region,35.114807,138.420361,,,247.0
100902,Region,35.104792,138.442023,,,157.0
100903,Region,35.104149,138.477965,,,242.0
100904,Region,35.023824,138.513865,,,0.0
100905,Region,35.109918,138.56667,,,1964.0
100906,Region,35.10688,138.560857,,,710.0
100907,Region,35.105509,138.557114,,,1279.0
100908,Region,35.100314,138.541629,,,764.0
100909,Region,35.092945,138.548007,,,383.0
100910,Region,35.078447,138.54336,,,125.0
100911,Region,35.087341,138.546203,,,68.0
100912,Region,35.10776,138.547573,,,197.0
100913,Region,35.118327,138.546004,,,864.0
100914,Region,35.122173,138.561688,,,434.0
100915,Region,35.140493,138.556398,,,591.0
100916,Region,35.112736,138.575211,,,800.0
100917,Region,35.114451,138.58119,,,596.0
100918,Region,35.11467,138.587022,,,1135.0
100919,Region,35.12813,138.582803,,,694.0
100920,Region,35.116063,138.598431,,,495.0
100921,Region,35.118602,138.597454,,,496.0
100922,Region,35.122507,138.62339,,,2387.0
100923,Region,35.130599,138.600286,,,0.0
100924,Region,35.114954,138.596119,,,0.0
100925,Region,35.126434,138.614204,,,694.0
100926,Region,35.121913,138.608146,,,383.0
100927,Region,35.119703,138.60355,,,790.0
100928,Region,35.116796,138.605439,,,907.0
100929,Region,35.125961,138.622403,,,541.0
100930,Region,35.12775,138.624693,,,688.0
100931,Region,35.073098,138.473986,,,0.0
100932,Region,34.995651,138.51895,,,665.0
300001,ShelterTriage,34.9822861,138.38303131,1.0,triage,
300002,ShelterTreatment,34.9822861,138.38303131,1.0,treatment,
300003,ShelterTriage,34.97019029,138.37710989,2.0,triage,
300004,ShelterTreatment,34.97019029,138.37710989,2.0,treatment,
300005,ShelterTriage,34.97528121,138.36894676,3.0,triage,
300006,ShelterTreatment,34.97528121,138.36894676,3.0,treatment,
300007,ShelterTriage,34.98093892,138.37428506,4.0,triage,
300008,ShelterTreatment,34.98093892,138.37428506,4.0,treatment,
300009,ShelterTriage,34.97536207,138.39128899,5.0,triage,
300010,ShelterTreatment,34.97536207,138.39128899,5.0,treatment,
300011,ShelterTriage,34.98609409,138.39289131,6.0,triage,
300012,ShelterTreatment,34.98609409,138.39289131,6.0,treatment,
300013,ShelterTriage,34.9917488,138.38344209,7.0,triage,
300014,ShelterTreatment,34.9917488,138.38344209,7.0,treatment,
300015,ShelterTriage,35.00278352,138.38793293,8.0,triage,
300016,ShelterTreatment,35.00278352,138.38793293,8.0,treatment,
