node,class,lambda0
100001,1,0.008375
100002,1,0.0040416666666666665
100003,1,0.0050416666666666665
100004,1,0.0
100005,1,0.048208333333333325
100006,1,0.02408333333333333
100007,1,0.03291666666666667
100008,1,0.069375
100009,1,0.04475
100010,1,0.05804166666666667
100011,1,0.015708333333333335
100012,1,0.05391666666666667
100013,1,0.036291666666666667
100014,1,0.03633333333333333
100015,1,0.018041666666666668
100016,1,0.011875
100017,1,0.012875000000000001
100018,1,0.0275
100019,1,0.012916666666666667
100020,1,0.011833333333333335
100021,1,0.025625
100022,1,0.03666666666666667
100023,1,0.056124999999999994
100024,1,0.018375
100025,1,0.02333333333333333
100026,1,0.012375
100027,1,0.011708333333333333
100028,1,0.03254166666666666
100029,1,0.002875
100030,1,0.006750000000000001
100031,1,0.0004583333333333334
100032,1,0.02425
100033,1,0.002625
100034,1,0.019125
100035,1,0.002375
100036,1,0.042
100037,1,0.0034583333333333332
100038,1,0.010333333333333332
100039,1,0.0031666666666666666
100040,1,0.022041666666666668
100041,1,0.014958333333333332
100042,1,0.010458333333333333
100043,1,0.009875
100044,1,0.0085
100045,1,0.009708333333333333
100046,1,0.009583333333333334
100047,1,0.012791666666666666
100048,1,0.019541666666666666
100049,1,0.012958333333333332
100050,1,0.009833333333333333
100051,1,0.030333333333333337
100052,1,0.02383333333333333
100053,1,0.028916666666666663
100054,1,0.010541666666666664
100055,1,0.014
100056,1,0.021458333333333333
100057,1,0.013291666666666667
100058,1,0.02745833333333333
100059,1,0.006166666666666667
100060,1,0.020541666666666666
100061,1,0.009666666666666665
100062,1,0.021708333333333333
100063,1,0.015208333333333332
100064,1,0.008875000000000001
100065,1,0.0024166666666666664
100066,1,0.004
100067,1,0.004125
100068,1,0.002875
100069,1,0.005166666666666666
100070,1,0.009041666666666665
100071,1,0.013874999999999998
100072,1,0.0070416666666666666
100073,1,0.005375
100074,1,0.008791666666666666
100075,1,0.003666666666666667
100076,1,0.029916666666666664
100077,1,0.008916666666666666
100078,1,0.00925
100079,1,0.008875000000000001
100080,1,0.0050416666666666665
100081,1,0.008416666666666666
100082,1,0.010333333333333332
100083,1,0.03995833333333333
100084,1,0.0455
100085,1,0.053125000000000006
100086,1,0.03933333333333333
100087,1,0.037333333333333336
100088,1,0.03129166666666666
100089,1,0.017
100090,1,0.018166666666666664
100091,1,0.007958333333333333
100092,1,0.02475
100093,1,0.03158333333333333
100094,1,0.03729166666666667
100095,1,0.014458333333333332
100096,1,0.014624999999999999
100097,1,0.013416666666666667
100098,1,0.011041666666666667
100099,1,0.010625
100100,1,0.007833333333333333
100101,1,0.007208333333333334
100102,1,0.011166666666666665
100103,1,0.012583333333333332
100104,1,0.009000000000000001
100105,1,0.01075
100106,1,0.00825
100107,1,0.0022916666666666667
100108,1,0.023625
100109,1,0.0030833333333333333
100110,1,0.004833333333333333
100111,1,0.011166666666666665
100112,1,0.010125
100113,1,0.004625
100114,1,0.005
100115,1,0.007083333333333334
100116,1,0.02791666666666667
100117,1,0.004291666666666667
100118,1,0.004875000000000001
100119,1,0.0008333333333333333
100120,1,0.008833333333333334
100121,1,0.006125
100122,1,0.008583333333333333
100123,1,0.014583333333333334
100124,1,0.008625
100125,1,0.010541666666666664
100126,1,0.011625000000000002
100127,1,0.005291666666666667
100128,1,0.006541666666666667
100129,1,0.010375
100130,1,0.023374999999999996
100131,1,0.029291666666666667
100132,1,0.05604166666666667
100133,1,0.0065
100134,1,0.02366666666666667
100135,1,0.04529166666666666
100136,1,0.04879166666666667
100137,1,0.09433333333333332
100138,1,0.034666666666666665
100139,1,0.033666666666666664
100140,1,0.04691666666666667
